job_title,salary_usd,experience_level,employment_type,company_location,company_size,remote_ratio,required_skills,years_experience
Research Scientist,121833,SE,PT,Japan,L,100,"Scala, Deep Learning, Hadoop, Spark, SQL",7
AI Consultant,113790,MI,FT,United States,L,0,"Kubernetes, Data Visualization, Deep Learning, PyTorch",2
Computer Vision Engineer,32519,EN,FT,India,S,100,"Scala, Python, Computer Vision, Linux",0
Data Engineer,50055,EN,CT,Finland,M,0,"Python, Azure, Spark, TensorFlow",1
Computer Vision Engineer,191814,EX,PT,Canada,L,50,"Python, Kubernetes, Mathematics",13
AI Specialist,176037,SE,FL,United Kingdom,L,100,"Java, R, Azure, SQL, MLOps",8
Principal Data Scientist,40439,EN,FT,Finland,S,50,"Docker, Java, R, Deep Learning",0
ML Ops Engineer,103394,SE,PT,Singapore,S,50,"Spark, Linux, Deep Learning, Azure",7
Data Analyst,112018,EN,PT,Switzerland,M,100,"Python, SQL, R, MLOps, TensorFlow",1
Principal Data Scientist,72880,EN,FL,Switzerland,M,0,"R, TensorFlow, Python, Computer Vision",1
Research Scientist,35037,EN,PT,South Korea,S,0,"Scala, MLOps, Git, Kubernetes",0
Deep Learning Engineer,166170,EX,FT,United Kingdom,M,100,"Scala, SQL, Azure, Spark, R",11
Machine Learning Researcher,165271,EX,FL,Australia,M,100,"PyTorch, Git, Azure, Spark, Computer Vision",13
NLP Engineer,37559,EN,CT,China,M,50,"Computer Vision, GCP, Python, TensorFlow",0
AI Research Scientist,175456,EX,FL,United States,S,100,"AWS, Hadoop, PyTorch",19
NLP Engineer,241695,EX,FL,Sweden,M,50,"SQL, Kubernetes, Data Visualization, Spark",14
Research Scientist,39119,EN,PT,China,S,100,"Azure, AWS, R, Mathematics, Linux",0
AI Software Engineer,105810,EX,PT,Ireland,S,50,"MLOps, Python, AWS, Docker",10
Data Engineer,105256,SE,PT,South Korea,M,100,"Tableau, Deep Learning, Python, Docker, SQL",6
Deep Learning Engineer,190396,EX,CT,Canada,S,50,"MLOps, Scala, Git, Mathematics",13
AI Product Manager,149167,EX,CT,China,L,0,"R, TensorFlow, Statistics",18
Data Analyst,105958,EN,FL,Denmark,L,0,"Python, Tableau, Azure",0
Principal Data Scientist,89303,SE,FL,Austria,M,100,"R, SQL, Deep Learning, Kubernetes, Tableau",8
Autonomous Systems Engineer,182659,EX,FT,Germany,L,100,"SQL, Git, Kubernetes, Azure, GCP",17
AI Specialist,55632,EN,CT,Netherlands,S,50,"Data Visualization, Git, Hadoop, Mathematics, Deep Learning",0
Head of AI,193726,EX,CT,Singapore,S,50,"R, Git, Docker",18
Computer Vision Engineer,56763,MI,FL,China,M,0,"Scala, Spark, Deep Learning, Data Visualization",3
Head of AI,57129,MI,PT,Austria,M,50,"Hadoop, Python, Linux, Spark",3
AI Software Engineer,90597,MI,FL,Netherlands,S,50,"SQL, PyTorch, GCP",3
AI Architect,60819,MI,FL,Japan,S,0,"Deep Learning, Azure, Scala, Hadoop, GCP",4
NLP Engineer,252153,EX,CT,Australia,L,50,"Java, Git, Tableau, Data Visualization, TensorFlow",19
Data Scientist,84802,EN,FT,United Kingdom,M,50,"Kubernetes, Statistics, MLOps, TensorFlow, GCP",1
Principal Data Scientist,164426,SE,FL,Sweden,L,100,"R, Data Visualization, SQL, Java, Spark",9
NLP Engineer,193142,EX,FL,Singapore,L,50,"Python, Data Visualization, Kubernetes, Tableau",17
Autonomous Systems Engineer,158316,EX,PT,Japan,L,50,"Deep Learning, Linux, Mathematics",12
Principal Data Scientist,54540,EN,FT,France,S,50,"R, Linux, Computer Vision, SQL, PyTorch",0
Data Engineer,64652,EN,PT,United States,M,0,"Linux, Kubernetes, Mathematics",0
Autonomous Systems Engineer,110323,MI,FL,Netherlands,M,0,"Java, R, MLOps, Statistics",4
AI Specialist,72358,MI,FL,India,M,50,"Mathematics, Git, MLOps, Python",2
AI Software Engineer,224555,SE,FT,Switzerland,L,0,"Hadoop, Java, AWS, Data Visualization",6
Data Scientist,123217,EX,FT,Australia,S,0,"Scala, PyTorch, Kubernetes, Data Visualization, Hadoop",18
AI Product Manager,198887,EX,CT,Singapore,S,0,"AWS, MLOps, Kubernetes",10
Research Scientist,96927,SE,FT,Australia,S,100,"Statistics, SQL, Azure, AWS",6
AI Software Engineer,65576,MI,PT,South Korea,S,0,"Git, TensorFlow, GCP",2
AI Specialist,275426,EX,PT,Switzerland,M,0,"GCP, TensorFlow, Spark, Linux",16
AI Specialist,88615,MI,FL,France,M,100,"Python, MLOps, Mathematics",3
AI Research Scientist,155972,EX,PT,France,M,0,"Java, Deep Learning, Linux",18
Robotics Engineer,102611,EN,FT,Norway,L,100,"Tableau, Java, Git, Mathematics, R",0
Machine Learning Engineer,283959,EX,CT,Norway,S,100,"TensorFlow, Tableau, Kubernetes",10
Computer Vision Engineer,76234,SE,CT,Austria,S,50,"Python, Kubernetes, Scala, Mathematics",9
Data Engineer,54154,EN,PT,China,M,50,"Spark, Scala, Python, Kubernetes",1
Data Engineer,40216,EN,PT,Israel,S,0,"Python, R, Statistics, Deep Learning",1
Research Scientist,53904,MI,FT,Japan,S,0,"Python, Git, Hadoop",3
AI Consultant,162449,EX,FL,United Kingdom,S,50,"Azure, MLOps, Python",15
AI Research Scientist,93412,MI,PT,France,L,0,"Hadoop, Docker, Deep Learning, AWS",2
AI Product Manager,77396,EN,FT,Denmark,S,0,"Docker, Git, MLOps, NLP",1
Data Scientist,119792,EX,CT,Austria,S,50,"Git, Java, Tableau, NLP, Docker",16
Data Analyst,133129,EX,FT,Germany,S,0,"Hadoop, AWS, Computer Vision",19
Autonomous Systems Engineer,53172,EN,CT,Ireland,L,100,"Mathematics, Python, NLP, Tableau",0
AI Software Engineer,198703,EX,CT,France,M,50,"Spark, Data Visualization, MLOps, SQL",19
Data Scientist,201300,EX,FT,China,L,100,"SQL, Linux, AWS, Statistics",10
AI Software Engineer,116357,EX,FT,South Korea,S,50,"Hadoop, Computer Vision, Kubernetes, Java, GCP",19
Machine Learning Researcher,97484,SE,CT,China,M,0,"AWS, Kubernetes, Tableau, Data Visualization",8
AI Specialist,81269,MI,FT,Canada,M,100,"Spark, Kubernetes, Java",2
AI Research Scientist,157827,SE,FL,United Kingdom,L,50,"MLOps, Git, GCP, Data Visualization",6
Machine Learning Engineer,135857,SE,PT,Canada,L,50,"Python, Spark, Computer Vision, MLOps, Kubernetes",6
AI Research Scientist,51570,EN,CT,Israel,M,0,"TensorFlow, Kubernetes, Data Visualization, PyTorch, Docker",0
Research Scientist,85535,SE,FT,Japan,M,0,"Java, Kubernetes, Computer Vision, Docker",9
NLP Engineer,151915,SE,FL,Australia,M,100,"NLP, GCP, Hadoop",9
Machine Learning Researcher,55820,MI,FT,Austria,S,50,"Computer Vision, Tableau, SQL, R",2
Data Scientist,76620,MI,CT,China,L,100,"SQL, Mathematics, NLP",3
AI Software Engineer,81290,EN,PT,Denmark,S,0,"Linux, Spark, Docker, SQL, PyTorch",0
Machine Learning Researcher,112516,MI,PT,Denmark,M,0,"Spark, MLOps, Linux, Mathematics",4
AI Specialist,118509,EX,CT,Canada,S,50,"Hadoop, Tableau, AWS, Kubernetes, GCP",16
Data Analyst,89856,SE,PT,Israel,S,100,"Hadoop, Scala, Kubernetes, AWS, R",9
AI Architect,152826,EX,FT,Singapore,M,0,"AWS, SQL, Java, Scala",13
Data Engineer,62522,MI,FT,India,M,0,"Scala, Data Visualization, Hadoop",2
Data Analyst,136032,SE,FT,United Kingdom,S,100,"Data Visualization, Java, R",8
AI Consultant,150491,SE,FT,United States,L,100,"Data Visualization, Java, Tableau, SQL",7
Head of AI,62525,MI,PT,South Korea,M,50,"Scala, Kubernetes, Docker, Deep Learning",4
Data Engineer,90085,SE,CT,Japan,S,100,"Spark, Git, Python",8
Head of AI,149416,EX,FL,United Kingdom,S,0,"Data Visualization, Linux, TensorFlow, Kubernetes",13
Head of AI,84016,MI,PT,China,L,50,"Computer Vision, Git, Kubernetes",4
Deep Learning Engineer,130357,SE,CT,France,L,50,"SQL, Java, NLP, Spark, Hadoop",8
Research Scientist,112121,EX,FL,South Korea,M,0,"Git, GCP, SQL, Linux",10
Machine Learning Researcher,136561,SE,FT,Netherlands,M,50,"Linux, R, MLOps, Scala, SQL",8
Principal Data Scientist,166074,SE,CT,Switzerland,L,0,"Python, Mathematics, Hadoop",5
Computer Vision Engineer,51012,MI,FL,South Korea,S,0,"GCP, Computer Vision, MLOps, Python",3
Robotics Engineer,47888,MI,FL,South Korea,S,50,"Scala, PyTorch, Git, Spark",4
Machine Learning Engineer,71639,EN,FL,Sweden,M,0,"TensorFlow, R, Docker",1
AI Software Engineer,379418,EX,FL,Denmark,L,50,"MLOps, Scala, Deep Learning, TensorFlow, Python",13
NLP Engineer,57763,EN,CT,Canada,S,100,"SQL, Data Visualization, PyTorch, Java",0
Robotics Engineer,165746,EX,FL,Ireland,L,50,"Git, Deep Learning, Python",16
ML Ops Engineer,92102,SE,FL,Sweden,S,50,"Git, MLOps, SQL, Java, AWS",5
Autonomous Systems Engineer,138719,MI,CT,Denmark,L,0,"PyTorch, Azure, Kubernetes",2
Data Analyst,176476,SE,PT,Netherlands,L,50,"PyTorch, AWS, Deep Learning, Statistics",6
Machine Learning Researcher,47555,EN,PT,Japan,S,50,"Linux, Data Visualization, GCP, Deep Learning",1
Machine Learning Researcher,55591,EN,FL,Canada,L,100,"Java, Spark, NLP",0
AI Consultant,120790,SE,PT,Singapore,M,50,"SQL, Kubernetes, Python, Mathematics",6
NLP Engineer,150016,EX,PT,China,S,50,"Tableau, Java, GCP, Deep Learning, R",15
NLP Engineer,177743,EX,FL,South Korea,M,0,"SQL, Linux, Computer Vision, Data Visualization, GCP",16
Autonomous Systems Engineer,55976,MI,PT,Israel,M,50,"PyTorch, R, MLOps",4
Autonomous Systems Engineer,91208,EN,PT,Denmark,M,50,"Hadoop, Python, Scala",0
AI Specialist,148108,EX,FL,Austria,L,0,"Spark, SQL, Hadoop, Computer Vision, AWS",14
Head of AI,103160,MI,FL,Sweden,L,0,"Scala, Python, R",2
Principal Data Scientist,153134,SE,FT,Norway,M,0,"Mathematics, Computer Vision, Linux, Kubernetes",9
AI Product Manager,131893,SE,PT,United Kingdom,S,50,"Linux, Spark, Git, PyTorch",8
Robotics Engineer,140723,SE,FL,Norway,M,0,"AWS, Docker, Data Visualization, Tableau, Azure",7
Data Engineer,121274,EX,CT,Austria,L,0,"Kubernetes, NLP, Hadoop, SQL, PyTorch",17
NLP Engineer,126699,SE,CT,Australia,L,0,"Mathematics, Scala, Hadoop, Kubernetes",7
Deep Learning Engineer,176150,SE,CT,Norway,L,100,"Deep Learning, NLP, Kubernetes, AWS, Mathematics",7
AI Specialist,48716,EN,FL,Japan,M,50,"Computer Vision, Scala, AWS",0
Autonomous Systems Engineer,155444,EX,FL,Japan,S,100,"Docker, Scala, R, MLOps",19
Machine Learning Engineer,288302,EX,FL,Denmark,L,50,"Computer Vision, PyTorch, AWS",15
AI Consultant,87474,EN,FL,Switzerland,S,0,"Linux, MLOps, Tableau, PyTorch, Docker",0
AI Research Scientist,76473,SE,CT,South Korea,S,50,"PyTorch, Docker, Git",8
Data Scientist,57000,EN,FT,Netherlands,M,0,"Python, Git, MLOps, Scala",0
AI Research Scientist,47640,EN,FT,Finland,M,0,"Kubernetes, Data Visualization, MLOps",1
AI Research Scientist,90648,EN,FT,Singapore,L,50,"GCP, Azure, AWS",1
Principal Data Scientist,50533,MI,FT,Finland,S,0,"NLP, R, MLOps, SQL, Spark",4
Deep Learning Engineer,85290,SE,PT,Austria,S,50,"Java, AWS, Hadoop",7
AI Product Manager,43117,EN,PT,Ireland,M,100,"Statistics, Docker, Tableau, Computer Vision, Linux",1
AI Product Manager,70336,MI,PT,India,M,50,"Tableau, SQL, Java, MLOps",4
AI Software Engineer,50932,EN,FT,India,M,50,"Deep Learning, Spark, Docker, TensorFlow, R",0
Head of AI,51818,EN,CT,Germany,M,0,"Statistics, Python, Spark, Scala",0
AI Product Manager,157784,EX,CT,France,S,0,"Tableau, Git, GCP",17
Data Engineer,61778,MI,FT,Finland,M,100,"Deep Learning, R, Java, Docker, TensorFlow",2
Principal Data Scientist,183011,EX,CT,France,L,0,"Scala, R, Azure, Docker",17
Research Scientist,98587,MI,FT,Switzerland,S,50,"Deep Learning, Computer Vision, Kubernetes, Git",3
AI Research Scientist,58589,MI,FL,Finland,M,0,"Data Visualization, Python, Spark, TensorFlow, Scala",2
Machine Learning Engineer,133360,EX,FT,Canada,S,100,"Computer Vision, Hadoop, Docker",12
AI Architect,50274,EN,PT,Israel,L,100,"Kubernetes, Python, Docker",0
NLP Engineer,112085,SE,FT,Canada,L,0,"Python, Tableau, Computer Vision, Scala, MLOps",9
AI Software Engineer,75146,SE,PT,Austria,S,0,"SQL, GCP, Tableau",5
Data Engineer,248302,EX,FL,Denmark,M,50,"SQL, Deep Learning, Python",10
Data Analyst,168958,EX,FT,Norway,S,50,"Java, Kubernetes, TensorFlow, Statistics",19
AI Research Scientist,77347,MI,PT,Austria,M,50,"Data Visualization, GCP, Spark, R, Tableau",4
Robotics Engineer,112073,SE,PT,Finland,L,0,"Java, TensorFlow, Docker, AWS",8
Autonomous Systems Engineer,188128,EX,PT,South Korea,L,100,"Python, Deep Learning, GCP",19
Research Scientist,237344,EX,FT,Denmark,S,0,"Python, TensorFlow, Linux, Statistics",12
Machine Learning Engineer,230063,EX,FL,France,M,0,"Azure, Scala, Data Visualization, PyTorch, SQL",12
Deep Learning Engineer,37021,EN,CT,Finland,M,0,"GCP, Python, Deep Learning",0
Autonomous Systems Engineer,80700,EN,FL,Norway,M,0,"Linux, MLOps, R, Hadoop, NLP",1
Autonomous Systems Engineer,91292,SE,CT,Canada,S,50,"Java, Tableau, PyTorch, MLOps",9
AI Software Engineer,281132,EX,PT,United States,M,100,"GCP, Mathematics, Deep Learning",17
AI Consultant,122898,EX,CT,Japan,S,0,"Linux, Kubernetes, Data Visualization, Computer Vision",16
AI Architect,263467,EX,FT,Switzerland,M,0,"Scala, GCP, Linux, Python, TensorFlow",19
Data Engineer,87133,MI,FL,Australia,L,50,"Spark, Azure, Hadoop, Kubernetes, Statistics",2
Research Scientist,100470,SE,FT,South Korea,M,0,"TensorFlow, NLP, Docker, Java, Linux",6
Head of AI,354999,EX,FT,Switzerland,M,50,"GCP, Python, Git",14
Data Analyst,55450,MI,FL,Finland,S,50,"AWS, Statistics, TensorFlow",3
AI Specialist,97184,MI,PT,Norway,S,100,"Java, MLOps, SQL, PyTorch, Azure",4
NLP Engineer,108698,EN,CT,Switzerland,M,100,"Kubernetes, Python, Mathematics, GCP, MLOps",1
Robotics Engineer,152016,SE,PT,United Kingdom,M,100,"Hadoop, Docker, Statistics, Tableau, GCP",5
Machine Learning Engineer,293641,EX,CT,United Kingdom,L,0,"Scala, R, Statistics, Kubernetes, GCP",16
Principal Data Scientist,138726,EX,FT,Japan,L,100,"Spark, Kubernetes, Hadoop",13
Machine Learning Researcher,170313,EX,PT,Israel,M,100,"Linux, R, GCP",18
Data Analyst,142298,EX,CT,Finland,M,50,"NLP, Python, TensorFlow",16
AI Product Manager,79465,EN,PT,Australia,M,0,"Java, Computer Vision, Data Visualization",1
AI Architect,73927,EN,FT,Singapore,L,100,"Python, Mathematics, SQL, Statistics",0
Robotics Engineer,111030,EX,FT,China,S,50,"Kubernetes, Spark, Python, Azure, Deep Learning",15
Machine Learning Engineer,210098,EX,CT,Sweden,M,100,"Git, Data Visualization, TensorFlow",18
Data Analyst,248406,EX,PT,Sweden,M,50,"Python, Git, TensorFlow, Java, Docker",19
Machine Learning Researcher,91909,EN,CT,Australia,L,0,"Statistics, GCP, AWS, Kubernetes, SQL",1
Autonomous Systems Engineer,63102,EN,FL,France,L,100,"R, Python, Kubernetes, SQL, Docker",0
Machine Learning Researcher,100383,MI,CT,Norway,S,50,"Git, Kubernetes, Scala, GCP",3
Head of AI,272950,EX,PT,United States,L,100,"Deep Learning, Spark, MLOps, Docker, Java",17
Data Scientist,41842,EN,PT,Israel,L,0,"Azure, Deep Learning, Tableau",0
Robotics Engineer,138182,SE,PT,France,L,50,"Azure, Statistics, Python, TensorFlow",5
Autonomous Systems Engineer,61049,EN,FL,Germany,L,0,"PyTorch, Java, SQL, Docker, Kubernetes",1
Deep Learning Engineer,93499,MI,FT,Singapore,S,100,"Tableau, PyTorch, TensorFlow, Computer Vision",4
AI Architect,138353,EX,CT,Germany,M,50,"Mathematics, Tableau, NLP",16
Data Scientist,126139,SE,PT,Sweden,M,0,"Git, Mathematics, Docker, Python, Azure",8
Deep Learning Engineer,52454,MI,FT,China,S,50,"Scala, Python, GCP, Data Visualization",2
AI Architect,125181,SE,PT,Norway,S,100,"Spark, R, Docker, Data Visualization",7
Machine Learning Engineer,287474,EX,PT,United Kingdom,L,100,"Java, AWS, Deep Learning",16
AI Software Engineer,191952,EX,PT,India,L,0,"Docker, PyTorch, Hadoop",12
Head of AI,277634,EX,FL,Norway,M,100,"PyTorch, SQL, Mathematics, AWS",14
NLP Engineer,76446,EN,PT,Singapore,L,50,"Hadoop, Mathematics, Data Visualization",0
Principal Data Scientist,110146,EX,PT,Finland,S,100,"AWS, Python, Scala, Mathematics",15
AI Specialist,91614,MI,CT,Germany,S,100,"Java, GCP, R",3
Deep Learning Engineer,100117,SE,CT,Australia,S,100,"Data Visualization, Computer Vision, Spark",7
Principal Data Scientist,260041,EX,FT,Denmark,S,50,"Mathematics, Python, Deep Learning",15
Computer Vision Engineer,200306,EX,FT,Canada,M,0,"Azure, Computer Vision, Hadoop",10
Data Scientist,139235,MI,CT,Denmark,M,100,"NLP, MLOps, Spark, Kubernetes, Scala",4
AI Specialist,76814,EN,CT,United Kingdom,S,0,"TensorFlow, Kubernetes, Spark",0
Data Engineer,161483,EX,FL,Netherlands,S,0,"Linux, MLOps, Kubernetes, Java, R",15
AI Consultant,144955,SE,CT,Singapore,S,100,"Mathematics, Tableau, R",5
NLP Engineer,84782,SE,PT,China,M,0,"Hadoop, Spark, Kubernetes, Java",7
AI Software Engineer,213387,EX,PT,Canada,L,50,"AWS, Scala, Java, Docker, Deep Learning",19
Computer Vision Engineer,91469,MI,FT,United Kingdom,L,50,"Scala, Hadoop, Data Visualization",4
AI Research Scientist,135461,EX,CT,South Korea,L,0,"Linux, Azure, Tableau",18
Deep Learning Engineer,88216,MI,CT,Germany,S,0,"SQL, Python, Mathematics, GCP, Git",2
AI Architect,68008,MI,CT,India,M,50,"Scala, AWS, Mathematics, Hadoop, Data Visualization",4
AI Research Scientist,204398,EX,FT,Netherlands,M,0,"Scala, Azure, MLOps, Spark, Java",18
AI Specialist,115922,SE,FL,Australia,M,50,"AWS, Linux, Git, Scala, MLOps",5
Head of AI,126849,EX,FL,South Korea,L,0,"Python, Hadoop, GCP",18
Data Analyst,89628,SE,CT,Israel,S,50,"Git, AWS, GCP",7
AI Architect,241944,EX,CT,Switzerland,S,50,"Data Visualization, GCP, Java, Linux, SQL",15
Deep Learning Engineer,66737,EN,FT,Canada,L,50,"SQL, Git, NLP, GCP, Java",0
Machine Learning Engineer,49618,MI,PT,Finland,S,0,"MLOps, Computer Vision, SQL, Statistics, PyTorch",3
Head of AI,105517,EN,FT,Switzerland,M,0,"Azure, Git, Data Visualization, Mathematics",1
Data Scientist,175391,SE,CT,United States,M,50,"Azure, Kubernetes, MLOps, GCP, PyTorch",7
ML Ops Engineer,98946,MI,FT,Switzerland,S,50,"SQL, Spark, Hadoop, Tableau",3
Robotics Engineer,98376,SE,FL,Singapore,S,100,"Data Visualization, TensorFlow, SQL, AWS, Computer Vision",8
Autonomous Systems Engineer,113248,SE,FL,Germany,M,50,"AWS, SQL, Kubernetes",5
ML Ops Engineer,78436,SE,CT,Austria,M,50,"Hadoop, SQL, PyTorch, TensorFlow",8
NLP Engineer,35831,EN,FT,India,S,50,"Tableau, Computer Vision, Kubernetes",0
Data Engineer,34984,EN,FL,India,S,100,"NLP, Hadoop, Spark, Java",1
AI Software Engineer,71416,MI,CT,South Korea,M,0,"NLP, Spark, SQL",2
Robotics Engineer,66442,EN,FT,Australia,L,50,"Kubernetes, Mathematics, Java",0
AI Architect,68580,MI,FT,Japan,M,100,"Computer Vision, Spark, Linux",2
Deep Learning Engineer,54078,EN,CT,Australia,M,100,"Python, GCP, R, Kubernetes, AWS",1
AI Product Manager,127930,SE,PT,Australia,S,0,"Python, TensorFlow, Scala, Docker",5
Data Scientist,107172,MI,PT,Australia,M,50,"Python, Java, SQL, GCP",3
ML Ops Engineer,119315,SE,PT,Denmark,S,0,"GCP, R, Computer Vision, Statistics",6
Robotics Engineer,105907,MI,FT,United Kingdom,M,50,"Spark, SQL, Kubernetes",2
Machine Learning Engineer,138898,MI,FT,Denmark,L,0,"PyTorch, Spark, NLP",4
Data Analyst,156217,EX,PT,Japan,L,0,"Hadoop, Kubernetes, Java",14
Principal Data Scientist,125626,SE,FT,France,M,50,"Tableau, Computer Vision, PyTorch",5
AI Software Engineer,53253,EN,FT,Canada,S,0,"Spark, Java, Data Visualization, Git",1
Autonomous Systems Engineer,159332,SE,CT,Singapore,M,100,"Hadoop, SQL, Statistics, Computer Vision, Tableau",9
NLP Engineer,52330,EN,CT,Finland,M,50,"SQL, Kubernetes, Java, PyTorch",1
Research Scientist,120991,MI,PT,Germany,L,50,"Deep Learning, PyTorch, MLOps, Hadoop",4
AI Research Scientist,143939,EX,CT,India,M,0,"Python, Mathematics, TensorFlow",12
Computer Vision Engineer,146479,EX,FL,India,S,100,"Python, Git, Deep Learning, Mathematics, TensorFlow",11
Data Scientist,64902,EN,CT,Sweden,M,50,"AWS, SQL, Linux",1
Research Scientist,37445,EN,FT,China,M,0,"PyTorch, Spark, NLP",0
Head of AI,57731,MI,PT,Finland,S,50,"Kubernetes, MLOps, Mathematics",3
Data Scientist,53855,MI,PT,China,S,0,"Python, TensorFlow, NLP, Docker",2
AI Product Manager,42123,EN,FL,Israel,M,0,"Java, Deep Learning, SQL",1
Autonomous Systems Engineer,122693,MI,CT,Switzerland,S,0,"Java, Docker, Tableau, Spark",4
AI Software Engineer,166309,EX,CT,Ireland,M,50,"Python, Kubernetes, Spark",12
Principal Data Scientist,79383,EN,FT,United States,L,50,"Hadoop, Data Visualization, SQL, R, Azure",0
Computer Vision Engineer,62941,EN,FL,Norway,S,100,"SQL, Linux, MLOps, Docker",0
Principal Data Scientist,102438,EX,FL,Finland,S,50,"Data Visualization, Computer Vision, Python, TensorFlow",13
AI Specialist,73118,MI,FL,Australia,S,50,"Kubernetes, NLP, Java, Data Visualization, Computer Vision",2
Data Analyst,62036,MI,FL,France,S,100,"Linux, GCP, Tableau, Hadoop, Docker",3
AI Consultant,153620,SE,FL,Norway,L,50,"Hadoop, Statistics, SQL",9
ML Ops Engineer,137878,SE,PT,United States,S,50,"TensorFlow, Azure, MLOps",8
Deep Learning Engineer,67465,MI,PT,South Korea,L,100,"Linux, Scala, Git, SQL, GCP",2
Machine Learning Engineer,115492,MI,FL,Canada,L,0,"Deep Learning, Python, Spark, Mathematics, TensorFlow",2
AI Consultant,212310,SE,CT,Norway,L,100,"Kubernetes, Hadoop, AWS, MLOps, Azure",8
Head of AI,74514,EN,FL,Germany,M,100,"Hadoop, Git, SQL, Azure",0
AI Product Manager,64258,MI,PT,Austria,S,100,"PyTorch, GCP, Kubernetes, TensorFlow, R",2
AI Consultant,270550,EX,FL,Canada,L,50,"Statistics, Azure, Docker",14
Data Engineer,118387,SE,PT,Finland,L,50,"Python, MLOps, Tableau, Data Visualization",8
AI Architect,72440,SE,FT,Ireland,S,50,"MLOps, Python, Computer Vision",5
